origin_city_name,arr_delay,month,carrier_name,avg_daily_delay_for_month,sum_delay_for_month,monthly_passenger_carrier,monthly_passenger_airport
"Chicago, IL",5.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,158843.0
"Chicago, IL",18.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,158843.0
"Chicago, IL",35.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,158843.0
"Chicago, IL",0.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,158843.0
"Chicago, IL",7.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,158843.0
"Chicago, IL",-20.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,158843.0
"Chicago, IL",80.0,1,Envoy Air,7.184210526315789,819.0,10907.0,158843.0
"Chicago, IL",17.0,1,Envoy Air,7.184210526315789,819.0,10907.0,158843.0
"Chicago, IL",31.0,1,Envoy Air,7.184210526315789,819.0,10907.0,158843.0
"Chicago, IL",8.0,1,Envoy Air,7.184210526315789,819.0,10907.0,158843.0
"Chicago, IL",66.0,1,Envoy Air,7.184210526315789,819.0,10907.0,158843.0
"Chicago, IL",34.0,1,Envoy Air,7.184210526315789,819.0,10907.0,158843.0
"Chicago, IL",-15.0,1,Envoy Air,7.184210526315789,819.0,10907.0,158843.0
"Chicago, IL",-9.0,1,Envoy Air,7.184210526315789,819.0,10907.0,158843.0
"Chicago, IL",-14.0,1,Envoy Air,7.184210526315789,819.0,10907.0,158843.0
"Chicago, IL",-6.0,1,Envoy Air,7.184210526315789,819.0,10907.0,158843.0
"Chicago, IL",-15.0,1,Envoy Air,7.184210526315789,819.0,10907.0,158843.0
"Chicago, IL",16.0,1,Envoy Air,7.184210526315789,819.0,10907.0,158843.0
"Chicago, IL",21.0,1,Envoy Air,7.184210526315789,819.0,10907.0,158843.0
"Chicago, IL",22.0,1,Envoy Air,7.184210526315789,819.0,10907.0,158843.0
"Chicago, IL",40.0,1,Envoy Air,7.184210526315789,819.0,10907.0,158843.0
"Chicago, IL",-23.0,1,Envoy Air,7.184210526315789,819.0,10907.0,158843.0
"Chicago, IL",-24.0,1,Envoy Air,7.184210526315789,819.0,10907.0,158843.0
"Chicago, IL",-22.0,1,Envoy Air,7.184210526315789,819.0,10907.0,158843.0
"Chicago, IL",-1.0,1,Envoy Air,7.184210526315789,819.0,10907.0,158843.0
"Chicago, IL",9.0,1,Envoy Air,7.184210526315789,819.0,10907.0,158843.0
"Chicago, IL",45.0,1,Envoy Air,7.184210526315789,819.0,10907.0,158843.0
"Chicago, IL",3.0,1,Envoy Air,7.184210526315789,819.0,10907.0,158843.0
"Chicago, IL",-9.0,1,Envoy Air,7.184210526315789,819.0,10907.0,158843.0
"Chicago, IL",5.0,1,Envoy Air,7.184210526315789,819.0,10907.0,158843.0
"Chicago, IL",14.0,1,Envoy Air,7.184210526315789,819.0,10907.0,158843.0
"Chicago, IL",3.0,1,Envoy Air,7.184210526315789,819.0,10907.0,158843.0
"Chicago, IL",3.0,1,United Airlines,-7.101694915254238,-419.0,104099.0,158843.0
"Chicago, IL",-25.0,1,United Airlines,-7.101694915254238,-419.0,104099.0,158843.0
"Chicago, IL",75.0,1,United Airlines,-7.101694915254238,-419.0,104099.0,158843.0
"Chicago, IL",8.0,1,United Airlines,-7.101694915254238,-419.0,104099.0,158843.0
"Chicago, IL",30.0,1,United Airlines,-7.101694915254238,-419.0,104099.0,158843.0
"Chicago, IL",-14.0,1,SkyWest Airlines,6.5694444444444455,1419.0,28566.0,158843.0
"Chicago, IL",-1.0,1,SkyWest Airlines,6.5694444444444455,1419.0,28566.0,158843.0
"Chicago, IL",-7.0,1,SkyWest Airlines,6.5694444444444455,1419.0,28566.0,158843.0
"Chicago, IL",2.0,1,SkyWest Airlines,6.5694444444444455,1419.0,28566.0,158843.0
"Chicago, IL",15.0,1,SkyWest Airlines,6.5694444444444455,1419.0,28566.0,158843.0
"Chicago, IL",21.0,1,SkyWest Airlines,6.5694444444444455,1419.0,28566.0,158843.0
"Chicago, IL",6.0,1,SkyWest Airlines,6.5694444444444455,1419.0,28566.0,158843.0
"Chicago, IL",7.0,1,SkyWest Airlines,6.5694444444444455,1419.0,28566.0,158843.0
"Chicago, IL",19.0,1,SkyWest Airlines,6.5694444444444455,1419.0,28566.0,158843.0
"Chicago, IL",-9.0,1,SkyWest Airlines,6.5694444444444455,1419.0,28566.0,158843.0
"Chicago, IL",90.0,1,SkyWest Airlines,6.5694444444444455,1419.0,28566.0,158843.0
"Chicago, IL",37.0,1,SkyWest Airlines,6.5694444444444455,1419.0,28566.0,158843.0
"Chicago, IL",130.0,1,SkyWest Airlines,6.5694444444444455,1419.0,28566.0,158843.0
"Chicago, IL",35.0,1,SkyWest Airlines,6.5694444444444455,1419.0,28566.0,158843.0
"Chicago, IL",106.0,1,SkyWest Airlines,6.5694444444444455,1419.0,28566.0,158843.0
"Chicago, IL",17.0,1,SkyWest Airlines,6.5694444444444455,1419.0,28566.0,158843.0
"Chicago, IL",10.0,1,SkyWest Airlines,6.5694444444444455,1419.0,28566.0,158843.0
"Chicago, IL",-7.0,1,SkyWest Airlines,6.5694444444444455,1419.0,28566.0,158843.0
"Chicago, IL",33.0,1,SkyWest Airlines,6.5694444444444455,1419.0,28566.0,158843.0
"Chicago, IL",-26.0,1,SkyWest Airlines,6.5694444444444455,1419.0,28566.0,158843.0
"Chicago, IL",-4.0,1,SkyWest Airlines,6.5694444444444455,1419.0,28566.0,158843.0
"Chicago, IL",27.0,1,SkyWest Airlines,6.5694444444444455,1419.0,28566.0,158843.0
"Chicago, IL",-13.0,1,ExpressJet,3.440677966101694,406.0,144694.1875658588,158843.0
"Chicago, IL",-4.0,1,ExpressJet,3.440677966101694,406.0,144694.1875658588,158843.0
"Chicago, IL",28.0,1,ExpressJet,3.440677966101694,406.0,144694.1875658588,158843.0
"Chicago, IL",18.0,1,Lindbergh Airlines,-13.814814814814815,-373.0,3506.0,158843.0
"Chicago, IL",5.0,1,Republic Airways,9.158536585365852,751.0,144694.1875658588,158843.0
"Chicago, IL",-20.0,1,Republic Airways,9.158536585365852,751.0,144694.1875658588,158843.0
"Chicago, IL",61.0,1,Republic Airways,9.158536585365852,751.0,144694.1875658588,158843.0
"Chicago, IL",-15.0,1,Republic Airways,9.158536585365852,751.0,144694.1875658588,158843.0
"Chicago, IL",82.0,1,Republic Airways,9.158536585365852,751.0,144694.1875658588,158843.0
"Chicago, IL",-3.0,1,Republic Airways,9.158536585365852,751.0,144694.1875658588,158843.0
"Chicago, IL",23.0,1,Republic Airways,9.158536585365852,751.0,144694.1875658588,158843.0
"Chicago, IL",-1.0,1,Republic Airways,9.158536585365852,751.0,144694.1875658588,158843.0
"Chicago, IL",-16.0,1,American Airlines,-1.0602836879432624,-299.0,43023.0,158843.0
"Chicago, IL",85.0,1,American Airlines,-1.0602836879432624,-299.0,43023.0,158843.0
"Chicago, IL",82.0,1,American Airlines,-1.0602836879432624,-299.0,43023.0,158843.0
"Chicago, IL",45.0,1,American Airlines,-1.0602836879432624,-299.0,43023.0,158843.0
"Chicago, IL",54.0,1,American Airlines,-1.0602836879432624,-299.0,43023.0,158843.0
"Chicago, IL",-16.0,1,American Airlines,-1.0602836879432624,-299.0,43023.0,158843.0
"Chicago, IL",44.0,1,American Airlines,-1.0602836879432624,-299.0,43023.0,158843.0
"Chicago, IL",-9.0,1,American Airlines,-1.0602836879432624,-299.0,43023.0,158843.0
"Chicago, IL",22.0,1,American Airlines,-1.0602836879432624,-299.0,43023.0,158843.0
"Chicago, IL",-5.0,1,American Airlines,-1.0602836879432624,-299.0,43023.0,158843.0
"Chicago, IL",-7.0,1,American Airlines,-1.0602836879432624,-299.0,43023.0,158843.0
"Chicago, IL",-7.0,1,American Airlines,-1.0602836879432624,-299.0,43023.0,158843.0
"Chicago, IL",-16.0,1,American Airlines,-1.0602836879432624,-299.0,43023.0,158843.0
"Chicago, IL",24.0,1,American Airlines,-1.0602836879432624,-299.0,43023.0,158843.0
"Chicago, IL",57.0,1,American Airlines,-1.0602836879432624,-299.0,43023.0,158843.0
"Chicago, IL",-10.0,1,American Airlines,-1.0602836879432624,-299.0,43023.0,158843.0
"Chicago, IL",-21.0,1,American Airlines,-1.0602836879432624,-299.0,43023.0,158843.0
"Chicago, IL",4.0,1,American Airlines,-1.0602836879432624,-299.0,43023.0,158843.0
"Chicago, IL",0.0,1,American Airlines,-1.0602836879432624,-299.0,43023.0,158843.0
"Chicago, IL",14.0,1,American Airlines,-1.0602836879432624,-299.0,43023.0,158843.0
"Chicago, IL",-12.0,1,American Airlines,-1.0602836879432624,-299.0,43023.0,158843.0
"Chicago, IL",-17.0,1,Spirit Airlines,9.8671875,1263.0,6854.0,158843.0
"Chicago, IL",-7.0,1,Spirit Airlines,9.8671875,1263.0,6854.0,158843.0
"Chicago, IL",193.0,1,Spirit Airlines,9.8671875,1263.0,6854.0,158843.0
"Chicago, IL",436.0,1,Spirit Airlines,9.8671875,1263.0,6854.0,158843.0
"Chicago, IL",4.0,1,Trans States Airlines,56.157894736842096,2134.0,794.0,158843.0
"Chicago, IL",105.0,1,Trans States Airlines,56.157894736842096,2134.0,794.0,158843.0
"Chicago, IL",55.0,1,Air Wisconsin,13.178571428571427,369.0,144694.1875658588,158843.0
"Chicago, IL",32.0,1,Air Wisconsin,13.178571428571427,369.0,144694.1875658588,158843.0
"Chicago, IL",78.0,1,Air Wisconsin,13.178571428571427,369.0,144694.1875658588,158843.0
"Chicago, IL",-23.0,1,Air Wisconsin,13.178571428571427,369.0,144694.1875658588,158843.0
"Chicago, IL",89.0,1,Air Wisconsin,13.178571428571427,369.0,144694.1875658588,158843.0
"Albuquerque, NM",-7.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,644.0
"Albuquerque, NM",9.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,644.0
"Albuquerque, NM",6.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,644.0
"Albuquerque, NM",-2.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,644.0
"Albuquerque, NM",-4.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,644.0
"Albuquerque, NM",7.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,644.0
"Albuquerque, NM",206.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,644.0
"Albuquerque, NM",81.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,644.0
"Albuquerque, NM",-29.0,1,Mesa Airline,12.378048780487804,1015.0,144694.1875658588,644.0
"Albuquerque, NM",2.0,1,United Airlines,-7.101694915254238,-419.0,104099.0,644.0
"Albuquerque, NM",2.0,1,SkyWest Airlines,6.5694444444444455,1419.0,28566.0,644.0
"Albuquerque, NM",-13.0,1,SkyWest Airlines,6.5694444444444455,1419.0,28566.0,644.0
"Albuquerque, NM",-2.0,1,American Airlines,-1.0602836879432624,-299.0,43023.0,644.0
"Albuquerque, NM",-15.0,1,Compass Airlines,-11.777777777777779,-636.0,144694.1875658588,644.0
"Albuquerque, NM",2.0,1,Horizon Airlines,-0.10810810810810813,-8.0,144694.1875658588,644.0
"Albuquerque, NM",-57.0,1,Horizon Airlines,-0.10810810810810813,-8.0,144694.1875658588,644.0
"Albuquerque, NM",-27.0,1,Horizon Airlines,-0.10810810810810813,-8.0,144694.1875658588,644.0
"Albuquerque, NM",-23.0,1,Horizon Airlines,-0.10810810810810813,-8.0,144694.1875658588,644.0
"Albany, NY",-17.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,4809.0
"Albany, NY",39.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,4809.0
"Albany, NY",-14.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,4809.0
"Albany, NY",-14.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,4809.0
"Albany, NY",-14.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,4809.0
"Albany, NY",-6.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,4809.0
"Albany, NY",1.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,4809.0
"Albany, NY",7.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,4809.0
"Albany, NY",30.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,4809.0
"Albany, NY",0.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,4809.0
"Albany, NY",51.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,4809.0
"Albany, NY",102.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,4809.0
"Albany, NY",-2.0,1,Envoy Air,7.184210526315789,819.0,10907.0,4809.0
"Albany, NY",-30.0,1,American Airlines,-1.0602836879432624,-299.0,43023.0,4809.0
"Amarillo, TX",-12.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,159.0
"Amarillo, TX",0.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,159.0
"Amarillo, TX",-7.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,159.0
"Amarillo, TX",-2.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,159.0
"Amarillo, TX",311.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,159.0
"Amarillo, TX",-13.0,1,Envoy Air,7.184210526315789,819.0,10907.0,159.0
"Amarillo, TX",15.0,1,Mesa Airline,12.378048780487804,1015.0,144694.1875658588,159.0
"Atlanta, GA",-8.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,142900.0
"Atlanta, GA",9.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,142900.0
"Atlanta, GA",-4.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,142900.0
"Atlanta, GA",-14.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-8.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",20.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-19.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-14.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-6.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-22.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-18.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-16.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",35.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",15.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-9.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-23.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",10.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",14.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",30.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-6.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-8.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-23.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",4.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-6.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-15.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-14.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-10.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-15.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-21.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-14.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-5.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-7.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-21.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-28.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-10.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-5.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-6.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",1.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-16.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-6.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-1.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-11.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",16.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",71.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-13.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",6.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",14.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-11.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-1.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-2.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",8.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",1.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",11.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-7.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-11.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",3.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-17.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",4.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-14.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",13.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",-11.0,1,Delta Airlines,-2.545064377682404,-593.0,187301.0,142900.0
"Atlanta, GA",3.0,1,Mesa Airline,12.378048780487804,1015.0,144694.1875658588,142900.0
"Atlanta, GA",-1.0,1,Mesa Airline,12.378048780487804,1015.0,144694.1875658588,142900.0
"Atlanta, GA",-27.0,1,Mesa Airline,12.378048780487804,1015.0,144694.1875658588,142900.0
"Atlanta, GA",41.0,1,SkyWest Airlines,6.5694444444444455,1419.0,28566.0,142900.0
"Atlanta, GA",25.0,1,SkyWest Airlines,6.5694444444444455,1419.0,28566.0,142900.0
"Atlanta, GA",3.0,1,SkyWest Airlines,6.5694444444444455,1419.0,28566.0,142900.0
"Atlanta, GA",4.0,1,SkyWest Airlines,6.5694444444444455,1419.0,28566.0,142900.0
"Atlanta, GA",-11.0,1,SkyWest Airlines,6.5694444444444455,1419.0,28566.0,142900.0
"Atlanta, GA",-1.0,1,SkyWest Airlines,6.5694444444444455,1419.0,28566.0,142900.0
"Atlanta, GA",53.0,1,SkyWest Airlines,6.5694444444444455,1419.0,28566.0,142900.0
"Atlanta, GA",-2.0,1,ExpressJet,3.440677966101694,406.0,144694.1875658588,142900.0
"Atlanta, GA",-11.0,1,ExpressJet,3.440677966101694,406.0,144694.1875658588,142900.0
"Atlanta, GA",-25.0,1,ExpressJet,3.440677966101694,406.0,144694.1875658588,142900.0
"Atlanta, GA",-20.0,1,ExpressJet,3.440677966101694,406.0,144694.1875658588,142900.0
"Atlanta, GA",-25.0,1,ExpressJet,3.440677966101694,406.0,144694.1875658588,142900.0
"Atlanta, GA",7.0,1,ExpressJet,3.440677966101694,406.0,144694.1875658588,142900.0
"Atlanta, GA",1.0,1,ExpressJet,3.440677966101694,406.0,144694.1875658588,142900.0
"Atlanta, GA",-11.0,1,ExpressJet,3.440677966101694,406.0,144694.1875658588,142900.0
"Atlanta, GA",-3.0,1,ExpressJet,3.440677966101694,406.0,144694.1875658588,142900.0
"Atlanta, GA",-34.0,1,ExpressJet,3.440677966101694,406.0,144694.1875658588,142900.0
"Atlanta, GA",20.0,1,ExpressJet,3.440677966101694,406.0,144694.1875658588,142900.0
"Atlanta, GA",-18.0,1,Republic Airways,9.158536585365852,751.0,144694.1875658588,142900.0
"Atlanta, GA",-17.0,1,Republic Airways,9.158536585365852,751.0,144694.1875658588,142900.0
"Atlanta, GA",-3.0,1,Endeavor Air,4.330188679245283,459.0,25055.0,142900.0
"Atlanta, GA",-1.0,1,Endeavor Air,4.330188679245283,459.0,25055.0,142900.0
"Atlanta, GA",8.0,1,Endeavor Air,4.330188679245283,459.0,25055.0,142900.0
"Atlanta, GA",-17.0,1,Endeavor Air,4.330188679245283,459.0,25055.0,142900.0
"Atlanta, GA",-13.0,1,Endeavor Air,4.330188679245283,459.0,25055.0,142900.0
"Atlanta, GA",-18.0,1,Endeavor Air,4.330188679245283,459.0,25055.0,142900.0
"Atlanta, GA",3.0,1,Endeavor Air,4.330188679245283,459.0,25055.0,142900.0
"Atlanta, GA",6.0,1,Endeavor Air,4.330188679245283,459.0,25055.0,142900.0
"Atlanta, GA",-20.0,1,Endeavor Air,4.330188679245283,459.0,25055.0,142900.0
"Atlanta, GA",-11.0,1,Endeavor Air,4.330188679245283,459.0,25055.0,142900.0
"Atlanta, GA",-21.0,1,Endeavor Air,4.330188679245283,459.0,25055.0,142900.0
"Atlanta, GA",-2.0,1,Endeavor Air,4.330188679245283,459.0,25055.0,142900.0
"Atlanta, GA",-2.0,1,Endeavor Air,4.330188679245283,459.0,25055.0,142900.0
"Atlanta, GA",-15.0,1,Endeavor Air,4.330188679245283,459.0,25055.0,142900.0
"Atlanta, GA",-12.0,1,Endeavor Air,4.330188679245283,459.0,25055.0,142900.0
"Atlanta, GA",-21.0,1,Endeavor Air,4.330188679245283,459.0,25055.0,142900.0
"Atlanta, GA",-15.0,1,Endeavor Air,4.330188679245283,459.0,25055.0,142900.0
"Atlanta, GA",-22.0,1,Endeavor Air,4.330188679245283,459.0,25055.0,142900.0
"Atlanta, GA",-13.0,1,Endeavor Air,4.330188679245283,459.0,25055.0,142900.0
"Atlanta, GA",21.0,1,Endeavor Air,4.330188679245283,459.0,25055.0,142900.0
"Atlanta, GA",-8.0,1,Endeavor Air,4.330188679245283,459.0,25055.0,142900.0
"Atlanta, GA",-25.0,1,Endeavor Air,4.330188679245283,459.0,25055.0,142900.0
"Atlanta, GA",-8.0,1,Endeavor Air,4.330188679245283,459.0,25055.0,142900.0
"Atlanta, GA",2.0,1,Endeavor Air,4.330188679245283,459.0,25055.0,142900.0
"Atlanta, GA",0.0,1,Endeavor Air,4.330188679245283,459.0,25055.0,142900.0
"Atlanta, GA",30.0,1,Endeavor Air,4.330188679245283,459.0,25055.0,142900.0
"Atlanta, GA",-21.0,1,Endeavor Air,4.330188679245283,459.0,25055.0,142900.0
"Atlanta, GA",-27.0,1,American Airlines,-1.0602836879432624,-299.0,43023.0,142900.0
"Atlanta, GA",17.0,1,Spirit Airlines,9.8671875,1263.0,6854.0,142900.0
"Atlanta, GA",-17.0,1,Spirit Airlines,9.8671875,1263.0,6854.0,142900.0
"Atlanta, GA",-11.0,1,Spirit Airlines,9.8671875,1263.0,6854.0,142900.0
"Atlanta, GA",-9.0,1,Spirit Airlines,9.8671875,1263.0,6854.0,142900.0
"Atlanta, GA",-18.0,1,Spirit Airlines,9.8671875,1263.0,6854.0,142900.0
"Atlanta, GA",-7.0,1,Spirit Airlines,9.8671875,1263.0,6854.0,142900.0
"Atlanta, GA",-1.0,1,JetBlue Airways,-1.7692307692307692,-46.0,12152.0,142900.0
"Kansas City, MO",-14.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,15802.0
"Kansas City, MO",118.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,15802.0
"Kansas City, MO",16.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,15802.0
"Kansas City, MO",-11.0,1,Southwest Airlines,0.6592082616179001,383.0,345355.0,15802.0
